"Code.U2A","Libellé.U2A","Action.menée","Adresse","latitude","longitude","result_address","result_score","result_type","result_id","Code.INSEE","Code.Postal","Commune","Departement","Region","Statut","Altitude.Moyenne","Superficie","Population","geo_point_2d","geo_shape","ID.Geogla","Code.Commune","Code.Canton","Code.Arrondissement","Code.Departement","Code.Region","lat","long"
"U8807","Centre distribution Gerardmer","Centre de Distribution Alimentaire","69, Boulevard DE SAINT DIE   88400 GERARDMER",48.07795,6.887815,"69 Boulevard de Saint-Die 88400 Gérardmer",0.93,"housenumber","88196_0810_b12a33","88196","88400","GERARDMER","VOSGES","LORRAINE","Chef-lieu canton",821,5562,8.8,"48.0653057669, 6.85912240068","{""type"": ""Polygon"", ""coordinates"": [[[6.883532932295648, 48.02407811280683], [6.864584365272052, 48.029810777123146], [6.845148521116449, 48.04127723863075], [6.840493672542853, 48.039708454848295], [6.824268060876259, 48.047372446981], [6.804329130318183, 48.04793768544258], [6.784358898082636, 48.058023207360996], [6.785776716592617, 48.06825698856345], [6.776929595717561, 48.083838404356165], [6.78643329214326, 48.08118184913611], [6.811251605696833, 48.08378659317986], [6.836585743547452, 48.08197286580503], [6.842090241359135, 48.091298161585634], [6.867098601607927, 48.10704779393737], [6.871175398749476, 48.107427427107126], [6.896678799830982, 48.10229808664375], [6.900344786206783, 48.09638363468269], [6.896751066379528, 48.08996166735992], [6.911936583980755, 48.0809170371408], [6.906341367816337, 48.075796103382615], [6.911659170670615, 48.05917670430615], [6.93015112036356, 48.05662350465358], [6.91139130502455, 48.036471689643555], [6.892647857529179, 48.03186767162108], [6.883532932295648, 48.02407811280683]]]}",4615,196,14,3,"88",41,48.0653057669,6.85912240068
"U8808","Centre de distribution d'Epinal","Centre de Distribution Alimentaire","115 RUE NEUVE GRANGE   88000 EPINAL",48.14637,6.46304,"115 Rue Neuve Grange 88000 Épinal",0.94,"housenumber","88160_XXXX_3bc805","88134","88000","DINOZE","VOSGES","LORRAINE","Commune simple",379,289,0.5,"48.1386457778, 6.48137889563","{""type"": ""Polygon"", ""coordinates"": [[[6.465475746045746, 48.13204627157107], [6.460547832764423, 48.135280430685384], [6.467928960271331, 48.144205606921304], [6.482582254678657, 48.14212542566025], [6.496172863611402, 48.146776181196095], [6.509628987425787, 48.14187285497337], [6.505570425991286, 48.13993095966743], [6.496727035237385, 48.14294975143337], [6.48952383349082, 48.13230961164086], [6.465475746045746, 48.13204627157107]]]}",23257,134,12,1,"88",41,48.1386457778,6.48137889563
"U8809","Centre distribution Thaon les Vosges","Centre de Distribution Alimentaire","130 rue d'Alsace   88150 THAON LES VOSGES",48.251372,6.420257,"130 Rue d'Alsace 88150 Thaon-les-Vosges",0.91,"housenumber","88465_0030_ca7182","88465","88150","THAON-LES-VOSGES","VOSGES","LORRAINE","Commune simple",325,1176,8,"48.2495514114, 6.40863836497","{""type"": ""Polygon"", ""coordinates"": [[[6.414457574595906, 48.23553284590763], [6.394096609366429, 48.22666330157179], [6.385834345753736, 48.2302326814494], [6.384612772224233, 48.236400764112], [6.377226667060007, 48.2404216627352], [6.387264531429815, 48.23948584715273], [6.394921722242083, 48.24324668358532], [6.38764612337652, 48.25926985253368], [6.41483087608876, 48.273554354943336], [6.422863292618276, 48.26948552117965], [6.425122227905416, 48.26024299583531], [6.440557522978154, 48.23926061028113], [6.426149896564925, 48.24244423557823], [6.414457574595906, 48.23553284590763]]]}",31609,465,6,1,"88",41,48.2495514114,6.40863836497
"U8810","FERME Centre distribution Remiremont","Centre de Distribution Alimentaire","82 Boulevard Thiers   88200 Remiremont",48.016275,6.597589,"82 Boulevard Thiers 88200 Remiremont",0.93,"housenumber","88383_0960_991d0f","88383","88200","REMIREMONT","VOSGES","LORRAINE","Chef-lieu canton",555,1720,8,"48.0013090816, 6.58128956332","{""type"": ""Polygon"", ""coordinates"": [[[6.593646461431502, 47.98143913364501], [6.563534772947123, 47.981599276006165], [6.542753034363827, 47.991659170416064], [6.559806252241819, 48.007980436713886], [6.56347877985605, 48.01767012979117], [6.566648513606118, 48.02027650553384], [6.57662777169707, 48.01991942292256], [6.586101268807029, 48.027558230888296], [6.604844461937887, 48.016256377601074], [6.617492536653499, 47.997787914472184], [6.597533263576041, 47.98769827172764], [6.593646461431502, 47.98143913364501]]]}",12235,383,23,1,"88",41,48.0013090816,6.58128956332
"U8811","Centre de distribution de Bruyères","Centre de Distribution Alimentaire","11 bis Av de Lattre de Tassigny   88600 Bruyères",48.206093,6.715491,"11BIS Avenue de Lattre de Tassigny 88600 Bruyères",0.77,"housenumber","88078_0100_a22c7b","88078","88600","BRUYERES","VOSGES","LORRAINE","Chef-lieu canton",485,1600,3.3,"48.2129348466, 6.71603066311","{""type"": ""Polygon"", ""coordinates"": [[[6.746955379591678, 48.190564047365754], [6.742612281822289, 48.20036752133914], [6.712004081624399, 48.198532676335226], [6.683111468726452, 48.20733758503952], [6.672532385986281, 48.20674840925785], [6.660479415526971, 48.2115184537078], [6.675837088697755, 48.212401414113494], [6.684014848610771, 48.21660528222385], [6.690534993235409, 48.221950355666515], [6.696019878924351, 48.235200125690874], [6.708355304130369, 48.24111878961063], [6.713313034121597, 48.24028747007906], [6.715164961606212, 48.23021271680668], [6.721080518998618, 48.224630834136796], [6.730112290629346, 48.22176963950544], [6.73700098826534, 48.21359785148366], [6.745142557166144, 48.21057440827734], [6.767310897376366, 48.20262649205095], [6.763631731568605, 48.19903251284978], [6.755839005439233, 48.19158781354279], [6.746955379591678, 48.190564047365754]]]}",3646,78,3,1,"88",41,48.2129348466,6.71603066311
"U8812","Centre distribution de Raon l'Etape","Centre de Distribution Alimentaire","17 rue du général Leclerc   88110 RAON L'ETAPE",48.406109,6.838673,"17 Rue du Général Leclerc 88110 Raon-l'Étape",0.92,"housenumber","88372_0340_227925","88372","88110","RAON-L'ETAPE","VOSGES","LORRAINE","Chef-lieu canton",367,2372,6.6,"48.4079337645, 6.86032429623","{""type"": ""Polygon"", ""coordinates"": [[[6.806506628431449, 48.37135560739684], [6.815027429988176, 48.39506767964499], [6.82769488121594, 48.415600737625915], [6.849189074429717, 48.423830746359606], [6.855053705096073, 48.433115690860326], [6.864500603542128, 48.435681435233356], [6.869735439211937, 48.42259433891865], [6.882372079498967, 48.41706495236895], [6.892111438207611, 48.4192135654598], [6.918227615749645, 48.43553043617196], [6.929286367085536, 48.42413020426966], [6.882526808658437, 48.39755876073147], [6.862494154585998, 48.40031224691837], [6.854860080930799, 48.396372441117826], [6.837634204170132, 48.38830266512967], [6.830044739624867, 48.379171676537446], [6.806506628431449, 48.37135560739684]]]}",911,372,22,3,"88",41,48.4079337645,6.86032429623
"U8813","Centre de distribution de Contrexeville","Centre de Distribution Alimentaire","39 rue du Dauphiné   88140 CONTREXEVILLE",48.183057,5.898524,"39 Rue du Dauphine 88140 Contrexéville",0.91,"housenumber","88114_0170_ab7c46","88114","88140","CONTREXEVILLE","VOSGES","LORRAINE","Commune simple",366,1500,3.4,"48.1854408113, 5.89357999879","{""type"": ""Polygon"", ""coordinates"": [[[5.897201107915393, 48.16474813043869], [5.854317511288115, 48.19034713240587], [5.867547678458427, 48.20385641750917], [5.885016029389142, 48.19915401426013], [5.894303741106278, 48.201267714647656], [5.89793248084407, 48.20725636888518], [5.912424588929887, 48.19794980365905], [5.917468600754644, 48.19856359405069], [5.919846410632036, 48.17971317192981], [5.925013541328903, 48.17407462222379], [5.922889019622574, 48.16658169035633], [5.897201107915393, 48.16474813043869]]]}",32364,114,28,2,"88",41,48.1854408113,5.89357999879
"U8901","Centre de distribution d'Avallon","Centre de Distribution Alimentaire","11 bis rue du Général Leclerc   89200 AVALLON",47.494333,3.90806,"11BIS Rue du Général Leclerc 89200 Avallon",0.87,"housenumber","89025_0994_7dbccd","89025","89200","AVALLON","YONNE","BOURGOGNE","Sous-préfecture",265,2662,7.3,"47.4824789933, 3.91585953972","{""type"": ""Polygon"", ""coordinates"": [[[3.931377146439314, 47.4506655951917], [3.898311815790603, 47.45747918604381], [3.889412317385808, 47.45550398112529], [3.890057935023022, 47.46559966750058], [3.879200013352685, 47.47619681987667], [3.875710634843154, 47.48204755841716], [3.873891939660083, 47.485338025113336], [3.88327797827827, 47.488363992526274], [3.886833057188712, 47.50173223480119], [3.899339429747068, 47.510764561782565], [3.903664616674694, 47.509605836124074], [3.912381546126062, 47.50654919808264], [3.926841728215841, 47.507623372395265], [3.932224852756707, 47.498605228874425], [3.95713849895662, 47.50045574382604], [3.965826596976369, 47.4886900706308], [3.951259723667044, 47.4791324424151], [3.936974619860401, 47.477789863848436], [3.931377146439314, 47.4506655951917]]]}",7215,25,5,2,"89",26,47.4824789933,3.91585953972
"U8902","Centre de distribution d'Auxerre","Centre de Distribution Alimentaire","23 Avenue de la Puisaye Délégation locale de l'Auxerrois  89000 Auxerre",47.798202,3.573781,"",NA,"","","89024","89000","AUXERRE","YONNE","BOURGOGNE","Préfecture",147,4979,36.7,"47.793488225, 3.58168281761","{""type"": ""Polygon"", ""coordinates"": [[[3.5903076156305, 47.7405529086075], [3.591837420743663, 47.73772795057269], [3.587519583693985, 47.736993639481376], [3.570574247867371, 47.740713761818476], [3.568664546393439, 47.754314088982944], [3.526639759029431, 47.76424028600589], [3.53158889123217, 47.77993285602792], [3.535206059774764, 47.789069867183265], [3.552198597237537, 47.8087739235587], [3.559827005460318, 47.81761207827349], [3.556768093686394, 47.824106863855924], [3.569918626225928, 47.82908383898114], [3.585187916338638, 47.828378611514076], [3.594586556016042, 47.83100441596237], [3.598800605392941, 47.837265161016596], [3.626235033325005, 47.852323279581896], [3.637523347165459, 47.8302478252695], [3.628016868142017, 47.82771603163739], [3.609361478533609, 47.8116318288291], [3.615348117518548, 47.79552576556358], [3.623963367960199, 47.79208702054749], [3.62282338313823, 47.785981730453], [3.610539061630203, 47.78035804660666], [3.610074559417798, 47.773619037648665], [3.601036958880851, 47.76548421264482], [3.587084758953735, 47.74717564391306], [3.5903076156305, 47.7405529086075]]]}",18164,24,98,1,"89",26,47.793488225,3.58168281761
"U8903","Centre de distribution de Joigny","Centre de Distribution Alimentaire","Délégation locale de Joigny  BP 305 89301 Joigny",47.880219,3.526845,"Route de Joigny 89380 Appoigny",0.29,"street","89013_0220_2841c2","89013","89380","APPOIGNY","YONNE","BOURGOGNE","Commune simple",119,2236,3.1,"47.8663621082, 3.51999342457","{""type"": ""Polygon"", ""coordinates"": [[[3.550214407825495, 47.8442803131102], [3.537361775850618, 47.838543782426704], [3.501687128490264, 47.84329188997219], [3.50553197139902, 47.845525417062476], [3.484051868140972, 47.87251717086222], [3.488194792933144, 47.88229196050434], [3.501175525939252, 47.89254215258421], [3.522686427199914, 47.89457233154452], [3.524461920989737, 47.89142344977793], [3.533837855658126, 47.88965320683038], [3.536936760295793, 47.879847127629276], [3.545787654917052, 47.8766923079394], [3.557419205881554, 47.855622487278765], [3.548406186311323, 47.855619963539795], [3.545905881071331, 47.85304859001537], [3.550214407825495, 47.8442803131102]]]}",13843,13,41,1,"89",26,47.8663621082,3.51999342457
"U8904","Samu social de Migennes","Samu social","29 Av des Cosmonautes Samu Social DD de l'Yonne  89400 Migennes",47.964727,3.513134,"",NA,"","","89257","89400","MIGENNES","YONNE","BOURGOGNE","Chef-lieu canton",100,1662,7.4,"47.9751844211, 3.53087221846","{""type"": ""Polygon"", ""coordinates"": [[[3.554266363465141, 47.962330443014444], [3.531941274763361, 47.9567998654944], [3.521497058280258, 47.95742263413962], [3.510189596057079, 47.95050659882727], [3.507852284602587, 47.952640618391655], [3.500284844228784, 47.961348616871966], [3.498540591231904, 47.97962491595479], [3.513912481759797, 47.986326292198235], [3.515314806287698, 47.992682703021266], [3.559111747373173, 47.9948855212084], [3.568927190342375, 47.976254653457296], [3.550743304563972, 47.97145450664913], [3.554266363465141, 47.962330443014444]]]}",29874,257,39,1,"89",26,47.9751844211,3.53087221846
"U8905","Centre de distribution de Migennes","Centre de Distribution Alimentaire","29 Av des cosmonautes   89400 Migennes",47.967399,3.510199,"29 Avenue des Cosmonautes 89400 Migennes",0.79,"housenumber","89257_0610_deed6d","89257","89400","MIGENNES","YONNE","BOURGOGNE","Chef-lieu canton",100,1662,7.4,"47.9751844211, 3.53087221846","{""type"": ""Polygon"", ""coordinates"": [[[3.554266363465141, 47.962330443014444], [3.531941274763361, 47.9567998654944], [3.521497058280258, 47.95742263413962], [3.510189596057079, 47.95050659882727], [3.507852284602587, 47.952640618391655], [3.500284844228784, 47.961348616871966], [3.498540591231904, 47.97962491595479], [3.513912481759797, 47.986326292198235], [3.515314806287698, 47.992682703021266], [3.559111747373173, 47.9948855212084], [3.568927190342375, 47.976254653457296], [3.550743304563972, 47.97145450664913], [3.554266363465141, 47.962330443014444]]]}",29874,257,39,1,"89",26,47.9751844211,3.53087221846
"U8906","Centre de distribution de St Florentin","Centre de Distribution Alimentaire","6 rue de l' Hotel de Ville Délégation locale St Florentin  89600 Saint Florentin",48.002257,3.727681,"6 Rue de l'Hôtel de Ville 89600 Saint-Florentin",0.56,"housenumber","89345_0780_4eb8f7","89345","89600","SAINT-FLORENTIN","YONNE","BOURGOGNE","Chef-lieu canton",114,2838,4.8,"47.996991653, 3.70472818773","{""type"": ""Polygon"", ""coordinates"": [[[3.653504955621576, 47.968003419750005], [3.641281820302437, 47.97452341074723], [3.636653062682831, 47.97969629295919], [3.65763563909171, 47.994196007988904], [3.650434438161088, 48.01047096121276], [3.65381931224664, 48.0130620140069], [3.674817421055909, 48.005258002665265], [3.69467660509397, 48.01434881567794], [3.707656605633327, 48.0090698246766], [3.722991345687226, 48.010461509569936], [3.748990355107519, 48.02045024832717], [3.765757249225414, 48.015743645682306], [3.789201936444647, 48.01024306623691], [3.758828043354195, 48.00488117860304], [3.755064790316554, 48.002412527934084], [3.755129039244325, 47.991864660611725], [3.752138886289885, 47.98616908612922], [3.739301279745445, 47.98364059917441], [3.735703700628337, 47.98617404207056], [3.715526320984746, 47.98701848593505], [3.698424008968148, 47.9791386775694], [3.672823722175624, 47.980259879467184], [3.658395549658375, 47.97657973052406], [3.653504955621576, 47.968003419750005]]]}",1306,345,25,1,"89",26,47.996991653,3.70472818773
"U8907","Centre de distribution de Sens","Centre de Distribution Alimentaire","8 bis rue du Général leclerc Délégation Nord de l'Yonne  89100 Sens",48.200447,3.28225,"8BIS Rue du Général Leclerc 89100 Sens",0.52,"housenumber","89387_XXXX_1dba0a","89387","89100","SENS","YONNE","BOURGOGNE","Sous-préfecture",83,2184,25.9,"48.1956727015, 3.29793332552","{""type"": ""Polygon"", ""coordinates"": [[[3.291041233256244, 48.16036862511828], [3.260301324371539, 48.1777888704898], [3.269134514492912, 48.19247189507844], [3.262574793887604, 48.19668872762333], [3.263841981935971, 48.19979920348948], [3.266053050833186, 48.21389399007755], [3.278705723740645, 48.210877519098936], [3.29361122770101, 48.20897884604902], [3.320720474432025, 48.22406079862571], [3.339537404525061, 48.22911000039026], [3.347964991198518, 48.226665071483964], [3.330555824052931, 48.218491013052876], [3.325243846622462, 48.20859905905558], [3.330605107068702, 48.2027175075592], [3.344300179727185, 48.19746854015764], [3.335320970697597, 48.1950019230249], [3.33079017573118, 48.18929194472168], [3.312005759150573, 48.18947804049411], [3.310533987352914, 48.1863415969189], [3.315657667828592, 48.18133407263411], [3.290676976619585, 48.182163052888676], [3.30143851711814, 48.16289802143514], [3.291041233256244, 48.16036862511828]]]}",5957,387,99,3,"89",26,48.1956727015,3.29793332552
"U9001","Centre de distribution de Belfort","Centre de Distribution Alimentaire","15 avenue Sarail   90000 BELFORT",47.635423,6.861775,"15 Avenue du Général Sarrail 90000 Belfort",0.67,"housenumber","90010_1790_795406","90010","90000","BELFORT","TERRITOIRE DE BELFORT","FRANCHE-COMTE","Préfecture",412,1708,50.2,"47.6471539414, 6.84541206237","{""type"": ""Polygon"", ""coordinates"": [[[6.847257635033876, 47.621796395667666], [6.834881502346893, 47.635054348284534], [6.827050002870918, 47.645755752041744], [6.818382731164681, 47.646508123066326], [6.825859382540473, 47.65053482517656], [6.83518366346709, 47.64982342212673], [6.834269471494179, 47.656026344568325], [6.810634846653434, 47.65266372421522], [6.798230393003832, 47.650211263137436], [6.791296787344018, 47.654915207888976], [6.791983901331297, 47.6582000384067], [6.807669446494338, 47.66604319205584], [6.830833137026732, 47.6707557135873], [6.835594392674068, 47.66202054691771], [6.850137418939275, 47.66095627504137], [6.875782106620759, 47.65059162105264], [6.894142437104102, 47.65472998969799], [6.888013852005237, 47.646228763975735], [6.876891233579797, 47.63264830923475], [6.878617945233787, 47.6296260363182], [6.847257635033876, 47.621796395667666]]]}",12614,10,99,1,"90",43,47.6471539414,6.84541206237
"U9002","Centre de distribution de Delle","Centre de Distribution Alimentaire","rue lous clerc   90100 DELLE",47.506362,7.001239,"Rue Louis Clerc 90100 Delle",0.82,"street","90033_0356_7c61ec","90033","90100","DELLE","TERRITOIRE DE BELFORT","FRANCHE-COMTE","Chef-lieu canton",388,925,6,"47.5085668053, 6.99653850498","{""type"": ""Polygon"", ""coordinates"": [[[6.982897326997515, 47.49425677067684], [6.974025515602596, 47.49781367916174], [6.963940778440634, 47.496327861270174], [6.969874116678438, 47.51104214343097], [6.988611060117353, 47.51665690326278], [6.998521529274766, 47.524464863559494], [7.019705859960491, 47.52004929745299], [7.026514037113076, 47.51169318425653], [7.024394386855229, 47.50421334191184], [6.982897326997515, 47.49425677067684]]]}",15738,33,2,1,"90",43,47.5085668053,6.99653850498
"U9003","Centre de distribution de Giromagny","Centre de Distribution Alimentaire","1 rue de l'Eglise   90200 GIROMAGNY",47.743314,6.823535,"1 Rue de l'Église 90200 Giromagny",0.92,"housenumber","90052_0170_da6cfb","90052","90200","GIROMAGNY","TERRITOIRE DE BELFORT","FRANCHE-COMTE","Chef-lieu canton",517,567,3.2,"47.741048439, 6.82264329531","{""type"": ""Polygon"", ""coordinates"": [[[6.813005350464934, 47.72738861900576], [6.805164387643981, 47.741196529837644], [6.799576233729617, 47.7486229400392], [6.814461360960296, 47.74789525472906], [6.834526664322671, 47.7575028670577], [6.839853891893562, 47.7354041335328], [6.834528599210147, 47.730829973732575], [6.813005350464934, 47.72738861900576]]]}",25010,52,4,1,"90",43,47.741048439,6.82264329531
"U9101","Centre de distribution d'Etampes","Centre de Distribution Alimentaire","142 rue St Jacques   91150 Etampes",48.432346,2.152996,"142 Rue Saint-Jacques 91150 Étampes",0.8,"housenumber","91223_3890_77b5df","91223","91150","ETAMPES","ESSONNE","ILE-DE-FRANCE","Sous-préfecture",128,4601,22.2,"48.4211282308, 2.13838881712","{""type"": ""Polygon"", ""coordinates"": [[[2.125646868132595, 48.38645177900922], [2.108316322927774, 48.383263607665775], [2.099304124056897, 48.38580468843706], [2.095146068033067, 48.38409952355092], [2.071615030046243, 48.39259097354121], [2.076934914211518, 48.41199450825488], [2.092161361216158, 48.413029741410725], [2.108390984222615, 48.42108827018705], [2.106493061036837, 48.42777676967245], [2.1045184958788, 48.43100079818544], [2.109190620782657, 48.43691097730424], [2.104143647907071, 48.446643618833015], [2.078499451232458, 48.45765737475227], [2.082204203427861, 48.45928750866476], [2.11478209994871, 48.46215295808065], [2.124144503435677, 48.449896810789774], [2.164839424151789, 48.45409472059103], [2.173648672864737, 48.45037774050994], [2.175636295581885, 48.43661745696491], [2.196760391357631, 48.426568886934845], [2.222475237548732, 48.39708620207804], [2.232818621495077, 48.396541778081854], [2.224190861709606, 48.38977380879639], [2.218515860694113, 48.3944150305084], [2.203207630664189, 48.39541978505739], [2.179124653198687, 48.40892206364702], [2.155178017328137, 48.415690617468876], [2.133128265550922, 48.406237534977954], [2.127582885192153, 48.39270112382734], [2.125646868132595, 48.38645177900922]]]}",7757,223,8,1,"91",11,48.4211282308,2.13838881712
"U9102","Centre distribution Corbeil-Essonnes","Centre de Distribution Alimentaire","100 bld de Fontainebleau   91100 CORBEIL-ESSONNES",48.594735,2.475631,"100 Boulevard de Fontainebleau 91100 Corbeil-Essonnes",0.76,"housenumber","91174_1810_eb444e","91174","91100","CORBEIL-ESSONNES","ESSONNE","ILE-DE-FRANCE","Chef-lieu canton",55,1104,42.5,"48.6034809251, 2.46934079002","{""type"": ""Polygon"", ""coordinates"": [[[2.481253208809743, 48.58020560791837], [2.47834977084546, 48.573617162222256], [2.473848917558094, 48.57770832140336], [2.469570036691401, 48.578552898720865], [2.46439552773995, 48.594055956479764], [2.450467092051464, 48.59548571501212], [2.453480296121282, 48.60433307935365], [2.436981317437064, 48.61117363711147], [2.470342722641955, 48.62549423744305], [2.471024322660051, 48.62518243413767], [2.485775647102268, 48.6153162936825], [2.490357142177879, 48.60735716018246], [2.482368683850292, 48.58256729233454], [2.481253208809743, 48.58020560791837]]]}",18432,174,96,2,"91",11,48.6034809251,2.46934079002
"U9103","Epicerie Sociale de Courcouronnes","Epicerie sociale","  8 rue du Marquis de Raies 91080 COURCOURONNES",48.629506,2.413316,"8 Rue du Marquis de Raies 91080 Courcouronnes",0.92,"housenumber","91182_0154_3f3cca","91182","91080","COURCOURONNES","ESSONNE","ILE-DE-FRANCE","Commune simple",81,453,14,"48.6216349774, 2.41288009058","{""type"": ""Polygon"", ""coordinates"": [[[2.400059408721552, 48.6097339849166], [2.40109404601173, 48.61296853067563], [2.395050861490257, 48.618218249586036], [2.399270549079666, 48.624104543166744], [2.413329247562272, 48.63607529432419], [2.424822511474169, 48.63008657193636], [2.424983412989922, 48.62038147911775], [2.431928937456322, 48.61173433839789], [2.412578905108272, 48.61344852025375], [2.400059408721552, 48.6097339849166]]]}",33580,182,39,2,"91",11,48.6216349774,2.41288009058
"U9104","Centre de distribution St Michel / Orge","Centre de Distribution Alimentaire","76, Rue de LIERS   91240 ST MICHEL SUR ORGE",48.634902,2.318872,"76 Rue de Liers 91240 Saint-Michel-sur-Orge",0.82,"housenumber","91570_1050_1e511f","91570","91240","SAINT-MICHEL-SUR-ORGE","ESSONNE","ILE-DE-FRANCE","Chef-lieu canton",66,532,20.1,"48.6320496004, 2.31170277845","{""type"": ""Polygon"", ""coordinates"": [[[2.328934734600984, 48.619510202871396], [2.292714326038999, 48.62615508777353], [2.297856379741807, 48.64441895785391], [2.312746746621521, 48.64445180105236], [2.32933364611619, 48.63285251563555], [2.33048581041898, 48.620229566830076], [2.328934734600984, 48.619510202871396]]]}",33820,570,33,3,"91",11,48.6320496004,2.31170277845
"U9105","Centre distribution St Germain/Arpajon","Centre de Distribution Alimentaire","2, bd Eugène LAGAUCHE   91180 ST GERMAIN LES ARPAJON",48.59213,2.253497,"2 Boulevard Eugène Lagauche 91180 Saint-Germain-lès-Arpajon",0.7,"housenumber","91552_0141_d8cd54","91021","91290","ARPAJON","ESSONNE","ILE-DE-FRANCE","Chef-lieu canton",68,238,10.4,"48.5908921647, 2.24349117607","{""type"": ""Polygon"", ""coordinates"": [[[2.238079101434062, 48.57613540284472], [2.24083903529149, 48.57839299135337], [2.234895693911888, 48.58896989478759], [2.236085257947821, 48.59852193156314], [2.242900162947937, 48.603692959321364], [2.253436535493333, 48.59055393008342], [2.257901584497975, 48.59124753101111], [2.241596210061337, 48.57853275596378], [2.238079101434062, 48.57613540284472]]]}",32218,21,1,3,"91",11,48.5908921647,2.24349117607
"U9106","Centre de distribution Viry Chatillon","Centre de Distribution Alimentaire","9 avenue de Bellay   91170 VIRY CHATILLON",48.674715,2.364831,"9 Avenue du Bellay 91170 Viry-Châtillon",0.83,"housenumber","91687_1300_d509ad","91687","91170","VIRY-CHATILLON","ESSONNE","ILE-DE-FRANCE","Chef-lieu canton",54,615,31.6,"48.6696168935, 2.37374357641","{""type"": ""Polygon"", ""coordinates"": [[[2.365772869587406, 48.64621205122028], [2.362493724380748, 48.647957599547354], [2.359960558808694, 48.65084944481459], [2.364681254448766, 48.65673950011125], [2.355465432354747, 48.670812195908965], [2.371882278829049, 48.685714408866716], [2.385900735215422, 48.68348474452221], [2.396339541081234, 48.67353575082402], [2.378054057839069, 48.66137051578436], [2.365772869587406, 48.64621205122028]]]}",28678,687,27,2,"91",11,48.6696168935,2.37374357641
"U9201","Centre distribution de Neuilly sur Seine","Centre de Distribution Alimentaire","23 rue du Château   92200 NEUILLY SUR SEINE",48.886664,2.262027,"23 Rue du Château 92200 Neuilly-sur-Seine",0.93,"housenumber","92051_1458_b3f42f","92051","92200","NEUILLY-SUR-SEINE","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",32,371,60.5,"48.8853719688, 2.26642584746","{""type"": ""Polygon"", ""coordinates"": [[[2.279946531161416, 48.87857850316618], [2.259975318376052, 48.88019244458198], [2.255286342223301, 48.87435360532045], [2.245698308986428, 48.87646099663309], [2.253756950262125, 48.88688989505178], [2.271065300760704, 48.898400020270955], [2.284458220522186, 48.88563837078377], [2.279946531161416, 48.87857850316618]]]}",10891,51,98,2,"92",11,48.8853719688,2.26642584746
"U9202","Samu social de Boulogne Billancourt","Samu social","11 rue de Clamart   92100 BOULOGNE BILLANCOURT",48.830821,2.243766,"11 Rue de Clamart 92100 Boulogne-Billancourt",0.93,"housenumber","92012_1440_b4c56f","92012","92100","BOULOGNE-BILLANCOURT","HAUTS-DE-SEINE","ILE-DE-FRANCE","Sous-préfecture",33,615,113.1,"48.8365843138, 2.23913599058","{""type"": ""Polygon"", ""coordinates"": [[[2.236100452595979, 48.821547611630635], [2.232636965444476, 48.82273961343197], [2.224048327976762, 48.83514968887822], [2.224224570225082, 48.85351605360997], [2.248055951073368, 48.8463203628684], [2.253560441074077, 48.836857452382674], [2.262784637049641, 48.833928727333785], [2.249565274017956, 48.82478073110864], [2.236100452595979, 48.821547611630635]]]}",36061,12,89,3,"92",11,48.8365843138,2.23913599058
"U9203","Espace bébé maman Boulogne Billancourt","Espace bébé maman","14 rue de l'Est CROIX ROUGE FRANCAISE  92100 BOULOGNE BILLANCOURT",48.8396952,2.2399123,"",NA,"","","92012","92100","BOULOGNE-BILLANCOURT","HAUTS-DE-SEINE","ILE-DE-FRANCE","Sous-préfecture",33,615,113.1,"48.8365843138, 2.23913599058","{""type"": ""Polygon"", ""coordinates"": [[[2.236100452595979, 48.821547611630635], [2.232636965444476, 48.82273961343197], [2.224048327976762, 48.83514968887822], [2.224224570225082, 48.85351605360997], [2.248055951073368, 48.8463203628684], [2.253560441074077, 48.836857452382674], [2.262784637049641, 48.833928727333785], [2.249565274017956, 48.82478073110864], [2.236100452595979, 48.821547611630635]]]}",36061,12,89,3,"92",11,48.8365843138,2.23913599058
"U9204","Samu social Puteaux","Samu social","2 rue des Fusillés   92800 PUTEAUX",48.884448,2.226116,"2 Rue des Fusillés de la Résistance 92800 Puteaux",0.6,"housenumber","92062_XXXX_3c04ad","92062","92800","PUTEAUX","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",45,318,44.9,"48.8837094969, 2.23834178314","{""type"": ""Polygon"", ""coordinates"": [[[2.231736346483731, 48.86906948087001], [2.234147783142018, 48.87752083453298], [2.223611532056816, 48.88276809552511], [2.233785235553238, 48.89567616526661], [2.253756950262125, 48.88688989505178], [2.245698308986428, 48.87646099663309], [2.231736346483731, 48.86906948087001]]]}",35357,62,33,2,"92",11,48.8837094969,2.23834178314
